ticker,entry_date,exit_date,setup_type,conf_label,conf_score,entry,exit,sl,target,rr,qty,capital,pnl,exit_reason,ev_pct,result,days_held,weekly_score
HDFCBANK.NS,2016-01-21,2016-02-01,RSI_DIVERGENCE,BUY,3,235.18,243.63,225.9,250.65,1.67,255,59971.0,2154.36,DAY_CAP,1.74,WIN,6,3
HDFCBANK.NS,2016-02-04,2016-02-12,OVERSOLD_EXHAUSTION,WATCH,2,241.2,234.74,234.74,251.97,1.67,124,29909.0,-801.33,SL,1.04,LOSS,6,2
HDFCBANK.NS,2016-06-20,2016-06-28,TREND_PULLBACK,BUY,4,269.44,263.99,263.99,278.54,1.67,222,59817.0,-1211.79,SL,0.95,LOSS,6,3
HDFCBANK.NS,2016-07-04,2016-07-13,TREND_PULLBACK,BUY,4,271.83,277.61,266.11,281.36,1.67,220,59803.0,1272.24,DAY_CAP,0.98,WIN,6,3
HDFCBANK.NS,2016-11-10,2016-11-21,TREND_PULLBACK,STRONG BUY,5,296.34,287.2,287.2,311.58,1.67,303,89791.0,-2770.73,SL,1.44,LOSS,6,3
HDFCBANK.NS,2016-11-30,2016-12-08,OVERSOLD_EXHAUSTION,WATCH,2,278.04,278.02,269.55,292.2,1.67,107,29750.0,-2.48,DAY_CAP,1.18,LOSS,6,1
HDFCBANK.NS,2016-12-08,2016-12-16,OVERSOLD_EXHAUSTION,WATCH,2,278.02,274.03,269.63,292.0,1.67,107,29748.0,-426.56,DAY_CAP,1.17,LOSS,6,1
HDFCBANK.NS,2016-12-16,2016-12-26,OVERSOLD_EXHAUSTION,WATCH,2,274.03,272.34,266.97,285.8,1.67,109,29869.0,-184.43,DAY_CAP,1.0,LOSS,6,2
HDFCBANK.NS,2016-12-27,2017-01-04,OVERSOLD_EXHAUSTION,WATCH,2,274.7,274.77,269.02,284.18,1.67,109,29943.0,7.58,DAY_CAP,0.8,WIN,6,2
HDFCBANK.NS,2017-01-05,2017-01-13,OVERSOLD_EXHAUSTION,WATCH,1,274.94,283.67,269.69,283.67,1.67,109,29968.0,952.57,TARGET,0.74,WIN,6,2
HDFCBANK.NS,2017-11-06,2017-11-14,TREND_PULLBACK,BUY,4,426.65,420.52,417.85,441.3,1.67,140,59730.0,-857.45,DAY_CAP,0.96,LOSS,6,3
HDFCBANK.NS,2017-11-20,2017-11-28,TREND_PULLBACK,BUY,4,428.87,435.22,421.32,441.47,1.67,139,59614.0,882.12,DAY_CAP,0.82,WIN,6,3
HDFCBANK.NS,2018-02-26,2018-03-07,TREND_PULLBACK,BUY,4,446.0,435.8,435.8,462.99,1.67,134,59764.0,-1366.18,SL,1.07,LOSS,6,2
HDFCBANK.NS,2018-06-25,2018-07-03,TREND_PULLBACK,BUY,4,491.91,486.1,481.32,509.56,1.67,121,59521.0,-703.19,DAY_CAP,1.0,LOSS,6,3
HDFCBANK.NS,2018-09-25,2018-10-04,OVERSOLD_EXHAUSTION,BUY,3,458.44,459.7,443.46,483.41,1.67,130,59597.0,163.31,DAY_CAP,1.26,WIN,6,3
HDFCBANK.NS,2018-10-05,2018-10-15,OVERSOLD_EXHAUSTION,WATCH,2,461.47,471.51,444.83,489.19,1.67,65,29996.0,652.47,DAY_CAP,1.39,WIN,6,2
HDFCBANK.NS,2018-10-15,2018-10-24,OVERSOLD_EXHAUSTION,WATCH,2,471.51,467.8,455.13,498.8,1.67,63,29705.0,-233.73,DAY_CAP,1.34,LOSS,6,2
HDFCBANK.NS,2018-10-24,2018-11-01,OVERSOLD_EXHAUSTION,WATCH,1,467.8,453.55,453.55,491.55,1.67,64,29939.0,-912.05,SL,1.18,LOSS,6,2
HDFCBANK.NS,2018-11-01,2018-11-12,OVERSOLD_EXHAUSTION,WATCH,2,449.0,451.08,435.05,472.25,1.67,66,29634.0,137.15,DAY_CAP,1.2,WIN,6,3
HDFCBANK.NS,2018-11-13,2018-11-21,OVERSOLD_EXHAUSTION,WATCH,2,452.65,472.75,440.59,472.75,1.67,66,29875.0,1326.35,TARGET,1.03,WIN,6,3
HDFCBANK.NS,2019-02-05,2019-02-14,TREND_PULLBACK,BUY,3,496.4,495.49,485.36,514.79,1.67,120,59568.0,-108.48,DAY_CAP,1.04,LOSS,6,2
HDFCBANK.NS,2019-05-21,2019-05-29,TREND_PULLBACK,BUY,4,564.41,548.73,548.73,590.55,1.67,106,59827.0,-1662.3,SL,1.3,LOSS,6,3
HDFCBANK.NS,2019-08-06,2019-08-16,OVERSOLD_EXHAUSTION,WATCH,2,518.37,527.51,503.25,543.56,1.67,57,29547.0,520.99,DAY_CAP,1.13,WIN,6,2
HDFCBANK.NS,2019-08-20,2019-08-28,OVERSOLD_EXHAUSTION,WATCH,2,525.82,511.08,511.08,550.4,1.67,57,29972.0,-840.48,SL,1.08,LOSS,6,2
HDFCBANK.NS,2019-08-30,2019-09-11,OVERSOLD_EXHAUSTION,WATCH,2,527.57,533.09,512.22,553.15,1.67,56,29544.0,309.63,DAY_CAP,1.13,WIN,6,3
HDFCBANK.NS,2019-09-11,2019-09-19,OVERSOLD_EXHAUSTION,WATCH,1,533.09,517.74,517.74,558.69,1.67,56,29853.0,-859.95,SL,1.11,LOSS,6,2
HDFCBANK.NS,2019-09-19,2019-09-27,OVERSOLD_EXHAUSTION,WATCH,2,521.44,546.08,506.66,546.08,1.67,57,29722.0,1404.27,TARGET,1.1,WIN,6,3
HDFCBANK.NS,2019-10-14,2019-10-23,TREND_PULLBACK,STRONG BUY,5,570.39,588.01,545.94,611.13,1.67,157,89551.0,2765.95,DAY_CAP,2.0,WIN,6,3
HDFCBANK.NS,2019-10-25,2019-11-04,TREND_PULLBACK,STRONG BUY,5,582.04,585.76,563.28,613.3,1.67,154,89634.0,572.5,DAY_CAP,1.5,WIN,6,3
HDFCBANK.NS,2019-12-17,2019-12-26,TREND_PULLBACK,STRONG BUY,5,601.98,601.67,589.52,622.73,1.67,149,89695.0,-45.87,DAY_CAP,0.97,LOSS,6,3
HDFCBANK.NS,2019-12-27,2020-01-06,TREND_PULLBACK,STRONG BUY,5,603.82,591.07,591.07,625.09,1.67,149,89970.0,-1901.0,SL,0.99,LOSS,6,3
HDFCBANK.NS,2020-01-13,2020-01-21,TREND_PULLBACK,BUY,4,609.03,595.14,595.14,632.19,1.67,98,59685.0,-1361.39,SL,1.06,LOSS,6,3
HDFCBANK.NS,2020-02-11,2020-02-19,OVERSOLD_EXHAUSTION,WATCH,1,587.53,572.5,572.5,612.59,1.67,51,29964.0,-766.77,SL,0.99,LOSS,6,2
HDFCBANK.NS,2020-02-27,2020-03-06,OVERSOLD_EXHAUSTION,BUY,3,568.04,554.58,554.58,590.49,1.67,105,59645.0,-1413.83,SL,0.92,LOSS,6,3
HDFCBANK.NS,2020-08-10,2020-08-18,OVERSOLD_EXHAUSTION,WATCH,1,497.58,500.35,473.83,537.16,1.67,60,29855.0,166.23,DAY_CAP,1.85,WIN,6,2
HDFCBANK.NS,2020-08-18,2020-08-26,OVERSOLD_EXHAUSTION,WATCH,2,500.35,529.68,478.63,536.55,1.67,59,29520.0,1730.98,DAY_CAP,1.68,WIN,6,1
HDFCBANK.NS,2020-09-25,2020-10-06,RSI_DIVERGENCE,BUY,3,494.43,525.71,475.66,525.71,1.67,121,59826.0,3785.25,TARGET,1.67,WIN,6,3
HDFCBANK.NS,2020-12-15,2020-12-23,TREND_PULLBACK,BUY,4,658.9,651.49,636.65,696.0,1.67,91,59960.0,-674.46,DAY_CAP,1.58,LOSS,6,3
HDFCBANK.NS,2020-12-24,2021-01-04,TREND_PULLBACK,BUY,4,661.65,670.6,638.01,701.06,1.67,90,59548.0,805.57,DAY_CAP,1.67,WIN,6,3
HDFCBANK.NS,2021-01-04,2021-01-12,TREND_PULLBACK,BUY,4,670.6,701.38,649.76,705.33,1.67,89,59683.0,2739.71,DAY_CAP,1.45,WIN,6,3
HDFCBANK.NS,2021-03-01,2021-03-09,TREND_PULLBACK,BUY,4,738.28,739.98,702.8,797.4,1.67,81,59800.0,138.1,DAY_CAP,2.24,WIN,6,3
HDFCBANK.NS,2021-03-09,2021-03-18,TREND_PULLBACK,BUY,4,739.98,708.59,708.59,792.3,1.67,81,59938.0,-2542.65,SL,1.98,LOSS,6,3
HDFCBANK.NS,2021-03-30,2021-04-08,TREND_PULLBACK,BUY,4,735.81,704.4,704.4,788.16,1.67,81,59601.0,-2544.1,SL,1.99,LOSS,6,3
HDFCBANK.NS,2021-08-03,2021-08-11,OVERSOLD_EXHAUSTION,WATCH,2,682.4,711.11,665.17,711.11,1.67,43,29343.0,1234.48,TARGET,0.98,WIN,6,1
HDFCBANK.NS,2021-08-20,2021-08-30,TREND_PULLBACK,BUY,4,720.47,745.92,698.62,756.89,1.67,83,59799.0,2112.06,DAY_CAP,1.42,WIN,6,2
HDFCBANK.NS,2021-11-29,2021-12-07,OVERSOLD_EXHAUSTION,BUY,3,714.05,725.68,691.76,751.2,1.67,84,59980.0,976.86,DAY_CAP,1.21,WIN,6,3
HDFCBANK.NS,2021-12-07,2021-12-15,OVERSOLD_EXHAUSTION,WATCH,2,725.68,713.46,705.0,760.15,1.67,41,29753.0,-501.18,DAY_CAP,1.1,LOSS,6,2
HDFCBANK.NS,2021-12-16,2021-12-24,OVERSOLD_EXHAUSTION,WATCH,1,713.5,694.44,694.44,745.27,1.67,42,29967.0,-800.51,SL,1.03,LOSS,6,2
HDFCBANK.NS,2021-12-27,2022-01-04,OVERSOLD_EXHAUSTION,WATCH,2,690.05,724.05,669.66,724.05,1.67,43,29672.0,1461.64,TARGET,1.14,WIN,6,2
HDFCBANK.NS,2022-01-31,2022-02-08,OVERSOLD_EXHAUSTION,WATCH,2,706.65,695.31,680.97,749.46,1.67,42,29679.0,-476.45,DAY_CAP,1.41,LOSS,6,2
HDFCBANK.NS,2022-02-09,2022-02-17,OVERSOLD_EXHAUSTION,WATCH,2,712.31,716.55,685.57,756.89,1.67,42,29917.0,177.79,DAY_CAP,1.45,WIN,6,2
HDFCBANK.NS,2022-02-25,2022-03-08,OVERSOLD_EXHAUSTION,WATCH,1,692.58,662.26,662.26,743.1,1.67,43,29781.0,-1303.47,SL,1.69,LOSS,6,2
HDFCBANK.NS,2022-03-14,2022-03-23,OVERSOLD_EXHAUSTION,BUY,3,686.13,703.59,651.63,743.64,1.67,87,59693.0,1518.67,DAY_CAP,1.94,WIN,6,3
HDFCBANK.NS,2022-05-02,2022-05-11,OVERSOLD_EXHAUSTION,BUY,3,667.65,641.53,641.53,711.19,1.67,89,59421.0,-2325.07,SL,1.51,LOSS,6,3
HDFCBANK.NS,2022-06-30,2022-07-08,OVERSOLD_EXHAUSTION,WATCH,2,648.61,677.67,631.18,677.67,1.67,46,29836.0,1336.77,TARGET,1.04,WIN,6,4
HDFCBANK.NS,2022-07-15,2022-07-25,OVERSOLD_EXHAUSTION,BUY,4,655.37,672.0,638.37,683.71,1.67,91,59639.0,1512.81,DAY_CAP,1.0,WIN,6,3
HDFCBANK.NS,2022-10-12,2022-10-20,OVERSOLD_EXHAUSTION,WATCH,1,678.35,697.12,658.32,711.74,1.67,44,29847.0,825.68,DAY_CAP,1.14,WIN,6,2
HDFCBANK.NS,2023-01-02,2023-01-10,TREND_PULLBACK,BUY,4,783.68,765.37,765.37,814.19,1.67,76,59560.0,-1391.35,SL,1.09,LOSS,6,3
HDFCBANK.NS,2023-01-18,2023-01-27,TREND_PULLBACK,STRONG BUY,5,787.82,765.18,765.18,825.54,1.67,114,89811.0,-2580.58,SL,1.34,LOSS,6,3
HDFCBANK.NS,2023-02-06,2023-02-14,TREND_PULLBACK,STRONG BUY,5,794.77,805.33,766.94,841.15,1.67,113,89809.0,1193.47,DAY_CAP,1.63,WIN,6,3
HDFCBANK.NS,2023-03-27,2023-04-06,OVERSOLD_EXHAUSTION,WATCH,1,754.21,786.63,734.75,786.63,1.67,39,29414.0,1264.58,TARGET,1.0,WIN,6,1
HDFCBANK.NS,2023-05-15,2023-05-23,TREND_PULLBACK,BUY,4,806.34,796.8,785.58,840.94,1.67,74,59669.0,-705.9,DAY_CAP,1.2,LOSS,6,3
HDFCBANK.NS,2023-07-17,2023-07-25,TREND_PULLBACK,BUY,4,817.1,825.71,793.99,855.61,1.67,73,59648.0,628.85,DAY_CAP,1.32,WIN,6,3
HDFCBANK.NS,2023-07-25,2023-08-02,TREND_PULLBACK,BUY,4,825.71,808.34,808.34,854.66,1.67,72,59451.0,-1250.55,SL,0.98,LOSS,6,3
HDFCBANK.NS,2023-08-23,2023-08-31,OVERSOLD_EXHAUSTION,WATCH,2,772.18,764.8,758.14,795.57,1.67,38,29343.0,-280.19,DAY_CAP,0.7,LOSS,6,2
HDFCBANK.NS,2023-09-01,2023-09-11,OVERSOLD_EXHAUSTION,BUY,3,766.38,791.21,751.49,791.21,1.67,78,59778.0,1936.64,TARGET,0.75,WIN,6,3
HDFCBANK.NS,2023-10-04,2023-10-12,OVERSOLD_EXHAUSTION,BUY,3,744.41,754.29,725.14,776.53,1.67,80,59553.0,790.37,DAY_CAP,1.0,WIN,6,3
HDFCBANK.NS,2023-10-12,2023-10-20,OVERSOLD_EXHAUSTION,BUY,3,754.29,738.39,738.39,780.79,1.67,79,59589.0,-1255.92,SL,0.81,LOSS,6,4
HDFCBANK.NS,2023-10-20,2023-10-31,OVERSOLD_EXHAUSTION,BUY,3,741.13,725.17,725.17,767.71,1.67,80,59290.0,-1276.24,SL,0.83,LOSS,6,3
HDFCBANK.NS,2023-11-15,2023-11-23,OVERSOLD_EXHAUSTION,WATCH,2,732.17,740.4,719.22,753.75,1.67,40,29287.0,329.0,DAY_CAP,0.68,WIN,6,4
HDFCBANK.NS,2024-05-10,2024-05-21,OVERSOLD_EXHAUSTION,BUY,3,709.36,719.67,690.07,741.52,1.67,84,59586.0,866.09,DAY_CAP,1.05,WIN,6,3
HDFCBANK.NS,2024-05-22,2024-05-30,OVERSOLD_EXHAUSTION,BUY,3,719.87,748.54,702.67,748.54,1.67,83,59749.0,2379.69,TARGET,0.92,WIN,6,3
HDFCBANK.NS,2024-07-22,2024-07-30,TREND_PULLBACK,STRONG BUY,5,810.32,788.83,788.83,846.14,1.67,111,89946.0,-2385.8,SL,1.24,LOSS,6,3
HDFCBANK.NS,2024-08-01,2024-08-09,TREND_PULLBACK,BUY,4,808.47,814.1,785.96,845.99,1.67,74,59827.0,416.17,DAY_CAP,1.3,WIN,6,3
HDFCBANK.NS,2024-08-09,2024-08-20,TREND_PULLBACK,BUY,4,814.1,807.93,789.86,854.48,1.67,73,59429.0,-450.16,DAY_CAP,1.39,LOSS,6,3
HDFCBANK.NS,2024-09-03,2024-09-11,TREND_PULLBACK,STRONG BUY,5,807.76,810.99,791.87,834.23,1.67,111,89661.0,358.68,DAY_CAP,0.92,WIN,6,3
HDFCBANK.NS,2024-10-16,2024-10-24,TREND_PULLBACK,STRONG BUY,5,838.57,863.16,816.02,876.14,1.67,107,89726.0,2631.4,DAY_CAP,1.25,WIN,6,3
HDFCBANK.NS,2024-10-31,2024-11-08,TREND_PULLBACK,STRONG BUY,5,856.28,865.53,832.86,895.3,1.67,105,89909.0,971.24,DAY_CAP,1.28,WIN,6,3
HDFCBANK.NS,2024-11-25,2024-12-03,TREND_PULLBACK,STRONG BUY,5,880.89,900.97,852.99,927.39,1.67,102,89851.0,2048.02,DAY_CAP,1.48,WIN,6,3
HDFCBANK.NS,2025-01-20,2025-01-28,OVERSOLD_EXHAUSTION,BUY,3,814.61,824.06,793.39,849.98,1.67,73,59467.0,689.65,DAY_CAP,1.01,WIN,6,3
HDFCBANK.NS,2025-01-28,2025-02-04,OVERSOLD_EXHAUSTION,BUY,3,824.06,848.97,799.51,864.98,1.67,72,59332.0,1793.76,DAY_CAP,1.15,WIN,6,3
HDFCBANK.NS,2025-02-12,2025-02-20,OVERSOLD_EXHAUSTION,WATCH,2,842.02,832.3,819.58,879.41,1.67,35,29471.0,-340.15,DAY_CAP,1.03,LOSS,6,2
HDFCBANK.NS,2025-02-25,2025-03-06,OVERSOLD_EXHAUSTION,WATCH,1,829.96,834.32,809.71,863.71,1.67,36,29878.0,157.17,DAY_CAP,0.94,WIN,6,2
HDFCBANK.NS,2025-03-06,2025-03-17,OVERSOLD_EXHAUSTION,WATCH,2,834.32,843.79,812.1,871.36,1.67,35,29201.0,331.52,DAY_CAP,1.03,WIN,6,3
HDFCBANK.NS,2025-06-23,2025-07-01,TREND_PULLBACK,BUY,4,961.21,993.19,942.01,993.19,1.67,62,59595.0,1983.22,TARGET,0.93,WIN,6,3
HDFCBANK.NS,2025-07-29,2025-08-06,TREND_PULLBACK,BUY,4,1010.8,991.23,991.23,1043.42,1.67,59,59637.0,-1154.83,SL,0.9,LOSS,6,3
HDFCBANK.NS,2025-08-18,2025-08-26,TREND_PULLBACK,BUY,4,1001.8,982.02,982.02,1034.77,1.67,59,59106.0,-1167.29,SL,0.92,LOSS,6,3
HDFCBANK.NS,2025-11-17,2025-11-25,TREND_PULLBACK,BUY,3,996.55,989.8,976.84,1029.4,1.67,60,59793.0,-405.0,DAY_CAP,0.92,LOSS,6,2
HDFCBANK.NS,2026-01-02,2026-01-12,TREND_PULLBACK,BUY,3,1001.6,985.11,985.11,1029.09,1.67,59,59094.0,-973.13,SL,0.77,LOSS,6,2
HDFCBANK.NS,2026-01-20,2026-01-29,OVERSOLD_EXHAUSTION,BUY,3,931.2,909.91,909.91,966.68,1.67,64,59597.0,-1362.52,SL,0.88,LOSS,6,3
HDFCBANK.NS,2026-01-29,2026-02-06,OVERSOLD_EXHAUSTION,BUY,3,935.5,911.42,911.42,975.64,1.67,64,59872.0,-1541.22,SL,1.0,LOSS,6,3
HDFCBANK.NS,2026-02-16,2026-02-24,OVERSOLD_EXHAUSTION,WATCH,2,925.8,910.5,898.32,971.59,1.67,32,29626.0,-489.6,DAY_CAP,1.15,LOSS,6,2
ICICIBANK.NS,2016-12-27,2017-01-04,OVERSOLD_EXHAUSTION,WATCH,2,219.68,217.55,212.28,232.0,1.67,136,29876.0,-288.69,DAY_CAP,1.3,LOSS,6,2
ICICIBANK.NS,2017-01-05,2017-01-13,OVERSOLD_EXHAUSTION,WATCH,2,222.88,232.24,215.21,235.67,1.67,134,29866.0,1253.87,DAY_CAP,1.33,WIN,6,2
ICICIBANK.NS,2017-08-07,2017-08-16,TREND_PULLBACK,BUY,4,288.31,279.17,279.17,303.53,1.67,208,59968.0,-1900.45,SL,1.48,LOSS,6,3
ICICIBANK.NS,2017-08-23,2017-09-01,TREND_PULLBACK,STRONG BUY,5,286.82,286.53,276.27,304.39,1.67,313,89774.0,-90.18,DAY_CAP,1.72,LOSS,6,3
ICICIBANK.NS,2017-09-01,2017-09-11,TREND_PULLBACK,BUY,4,286.53,279.09,279.09,298.92,1.67,209,59884.0,-1553.84,SL,1.21,LOSS,6,3
ICICIBANK.NS,2017-10-03,2017-10-11,OVERSOLD_EXHAUSTION,WATCH,2,267.41,258.43,258.43,282.39,1.67,112,29950.0,-1006.44,SL,1.3,LOSS,6,1
ICICIBANK.NS,2017-10-13,2017-10-24,OVERSOLD_EXHAUSTION,WATCH,2,260.59,252.67,252.67,273.8,1.67,115,29968.0,-910.99,SL,1.18,LOSS,6,1
ICICIBANK.NS,2017-10-24,2017-11-01,OVERSOLD_EXHAUSTION,WATCH,2,256.03,273.54,245.53,273.54,1.67,117,29956.0,2047.98,TARGET,1.59,WIN,6,2
ICICIBANK.NS,2017-12-11,2017-12-19,TREND_PULLBACK,STRONG BUY,5,299.16,290.43,290.43,313.71,1.67,300,89748.0,-2619.39,SL,1.36,LOSS,6,3
ICICIBANK.NS,2017-12-19,2017-12-28,TREND_PULLBACK,STRONG BUY,5,301.32,302.86,288.98,321.88,1.67,298,89794.0,457.98,DAY_CAP,1.91,WIN,6,3
ICICIBANK.NS,2017-12-28,2018-01-05,TREND_PULLBACK,BUY,4,302.86,300.55,292.36,320.35,1.67,198,59966.0,-456.46,DAY_CAP,1.62,LOSS,6,3
ICICIBANK.NS,2018-03-12,2018-03-20,OVERSOLD_EXHAUSTION,WATCH,2,288.79,280.48,275.11,311.58,1.67,103,29745.0,-855.79,DAY_CAP,1.83,LOSS,6,2
ICICIBANK.NS,2018-04-10,2018-04-18,OVERSOLD_EXHAUSTION,BUY,3,277.4,278.6,263.03,301.36,1.67,216,59919.0,259.34,DAY_CAP,2.0,WIN,6,3
ICICIBANK.NS,2018-04-24,2018-05-03,OVERSOLD_EXHAUSTION,WATCH,1,272.89,270.78,262.09,290.89,1.67,109,29745.0,-230.34,DAY_CAP,1.53,LOSS,6,2
ICICIBANK.NS,2018-05-03,2018-05-11,OVERSOLD_EXHAUSTION,WATCH,1,270.78,290.62,258.87,290.62,1.67,110,29785.0,2182.87,TARGET,1.7,WIN,6,2
ICICIBANK.NS,2018-05-31,2018-06-08,OVERSOLD_EXHAUSTION,WATCH,2,274.52,276.88,261.93,295.51,1.67,109,29923.0,256.51,DAY_CAP,1.77,WIN,6,3
ICICIBANK.NS,2018-06-12,2018-06-20,OVERSOLD_EXHAUSTION,WATCH,1,276.06,281.63,265.47,293.71,1.67,108,29814.0,601.68,DAY_CAP,1.48,WIN,6,2
ICICIBANK.NS,2018-10-08,2018-10-16,OVERSOLD_EXHAUSTION,WATCH,1,299.92,309.37,278.5,335.62,1.67,100,29992.0,945.54,DAY_CAP,2.76,WIN,6,2
ICICIBANK.NS,2018-12-03,2018-12-11,TREND_PULLBACK,BUY,4,343.0,330.59,330.59,363.67,1.67,174,59682.0,-2158.15,SL,1.69,LOSS,6,3
ICICIBANK.NS,2018-12-17,2018-12-26,TREND_PULLBACK,BUY,4,345.84,343.33,334.05,365.5,1.67,173,59831.0,-433.98,DAY_CAP,1.59,LOSS,6,3
ICICIBANK.NS,2018-12-26,2019-01-03,TREND_PULLBACK,BUY,4,343.33,350.47,331.69,362.74,1.67,174,59740.0,1242.31,DAY_CAP,1.58,WIN,6,3
ICICIBANK.NS,2019-02-25,2019-03-06,OVERSOLD_EXHAUSTION,WATCH,1,343.09,331.97,331.97,361.63,1.67,87,29849.0,-967.82,SL,1.25,LOSS,6,2
ICICIBANK.NS,2019-04-15,2019-04-25,TREND_PULLBACK,STRONG BUY,5,378.94,381.49,367.68,397.71,1.67,237,89808.0,605.96,DAY_CAP,1.39,WIN,6,3
ICICIBANK.NS,2019-05-20,2019-05-28,TREND_PULLBACK,STRONG BUY,5,393.36,422.3,376.0,422.3,1.67,228,89686.0,6597.33,TARGET,2.06,WIN,6,3
ICICIBANK.NS,2019-06-18,2019-06-26,TREND_PULLBACK,BUY,4,407.3,423.22,393.78,429.84,1.67,147,59874.0,2340.2,DAY_CAP,1.55,WIN,6,3
ICICIBANK.NS,2019-07-29,2019-08-06,TREND_PULLBACK,STRONG BUY,5,415.26,400.66,400.66,439.6,1.67,216,89697.0,-3153.93,SL,1.64,LOSS,6,3
ICICIBANK.NS,2019-08-09,2019-08-21,TREND_PULLBACK,BUY,4,406.36,398.53,390.41,432.96,1.67,147,59735.0,-1151.63,DAY_CAP,1.83,LOSS,6,3
ICICIBANK.NS,2019-09-04,2019-09-13,OVERSOLD_EXHAUSTION,WATCH,2,384.46,399.84,366.4,414.55,1.67,78,29988.0,1199.5,DAY_CAP,1.82,WIN,6,1
ICICIBANK.NS,2020-02-11,2020-02-19,TREND_PULLBACK,BUY,4,522.04,526.92,504.45,551.35,1.67,114,59512.0,556.82,DAY_CAP,1.57,WIN,6,3
ICICIBANK.NS,2020-03-11,2020-03-19,OVERSOLD_EXHAUSTION,WATCH,2,450.37,421.26,421.26,498.9,1.67,66,29724.0,-1921.59,SL,2.5,LOSS,6,1
ICICIBANK.NS,2020-09-15,2020-09-23,OVERSOLD_EXHAUSTION,WATCH,1,359.36,342.21,342.21,387.94,1.67,83,29827.0,-1423.55,SL,1.85,LOSS,6,2
ICICIBANK.NS,2021-05-03,2021-05-11,TREND_PULLBACK,STRONG BUY,5,577.17,589.84,546.89,627.64,1.67,155,89461.0,1963.86,DAY_CAP,2.45,WIN,6,3
ICICIBANK.NS,2021-08-30,2021-09-07,TREND_PULLBACK,BUY,4,692.25,695.41,672.53,725.13,1.67,86,59534.0,271.12,DAY_CAP,1.33,WIN,6,3
ICICIBANK.NS,2021-10-11,2021-10-20,TREND_PULLBACK,BUY,4,691.91,727.05,670.83,727.05,1.67,86,59505.0,3021.75,TARGET,1.42,WIN,6,3
ICICIBANK.NS,2021-12-09,2021-12-17,TREND_PULLBACK,STRONG BUY,5,732.36,706.47,703.23,780.93,1.67,122,89348.0,-3159.75,DAY_CAP,1.86,LOSS,6,3
ICICIBANK.NS,2022-01-04,2022-01-12,TREND_PULLBACK,BUY,4,749.68,788.76,726.23,788.76,1.67,80,59974.0,3126.76,TARGET,1.46,WIN,6,3
ICICIBANK.NS,2022-02-09,2022-02-17,TREND_PULLBACK,BUY,4,778.73,752.6,752.6,822.29,1.67,77,59962.0,-2012.35,SL,1.57,LOSS,6,3
ICICIBANK.NS,2022-03-10,2022-03-21,OVERSOLD_EXHAUSTION,WATCH,2,656.32,689.44,616.25,723.08,1.67,45,29534.0,1490.68,DAY_CAP,2.36,WIN,6,1
ICICIBANK.NS,2022-03-22,2022-03-30,OVERSOLD_EXHAUSTION,WATCH,2,696.67,708.99,665.24,749.05,1.67,43,29957.0,529.73,DAY_CAP,1.74,WIN,6,2
ICICIBANK.NS,2022-05-16,2022-05-24,OVERSOLD_EXHAUSTION,WATCH,2,662.52,686.92,636.01,706.71,1.67,45,29814.0,1097.82,DAY_CAP,1.55,WIN,6,2
ICICIBANK.NS,2022-05-25,2022-06-02,OVERSOLD_EXHAUSTION,BUY,3,691.96,727.27,666.64,734.17,1.67,86,59509.0,3036.55,DAY_CAP,1.42,WIN,6,4
ICICIBANK.NS,2022-06-21,2022-06-29,OVERSOLD_EXHAUSTION,BUY,3,675.23,681.68,649.69,717.8,1.67,88,59420.0,567.66,DAY_CAP,1.46,WIN,6,3
ICICIBANK.NS,2022-06-30,2022-07-08,OVERSOLD_EXHAUSTION,WATCH,2,686.0,721.36,664.78,721.36,1.67,43,29498.0,1520.57,TARGET,1.2,WIN,6,3
ICICIBANK.NS,2022-10-06,2022-10-14,TREND_PULLBACK,STRONG BUY,5,864.06,832.7,832.7,916.32,1.67,104,89862.0,-3260.89,SL,1.69,LOSS,6,3
ICICIBANK.NS,2022-10-17,2022-10-25,TREND_PULLBACK,BUY,4,863.81,912.25,834.75,912.25,1.67,69,59603.0,3342.25,TARGET,1.57,WIN,6,3
ICICIBANK.NS,2022-10-25,2022-11-03,TREND_PULLBACK,STRONG BUY,5,902.7,886.7,873.59,951.23,1.67,99,89367.0,-1584.37,DAY_CAP,1.51,LOSS,6,3
ICICIBANK.NS,2023-02-08,2023-02-16,OVERSOLD_EXHAUSTION,WATCH,1,838.34,848.44,807.57,889.63,1.67,35,29342.0,353.5,DAY_CAP,1.42,WIN,6,2
ICICIBANK.NS,2023-02-27,2023-03-08,OVERSOLD_EXHAUSTION,WATCH,1,835.71,851.03,812.26,874.8,1.67,35,29250.0,536.22,DAY_CAP,1.09,WIN,6,2
ICICIBANK.NS,2023-03-17,2023-03-27,RSI_DIVERGENCE,BUY,3,816.05,828.2,788.82,861.42,1.67,73,59571.0,886.89,DAY_CAP,1.47,WIN,6,3
ICICIBANK.NS,2023-06-27,2023-07-06,TREND_PULLBACK,STRONG BUY,5,913.48,936.22,894.58,944.99,1.67,98,89521.0,2228.24,DAY_CAP,0.97,WIN,6,3
ICICIBANK.NS,2023-07-06,2023-07-14,TREND_PULLBACK,BUY,4,936.22,936.86,917.28,967.78,1.67,64,59918.0,40.59,DAY_CAP,0.94,WIN,6,3
